Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.check,Sentiment - sarah_parents.check,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.check,Sentiment - blue_team.check,blue_team.response,Sentiment - blue_team.response,bill_holiday.check,Sentiment - bill_holiday.check,bill_holiday.response,Sentiment - bill_holiday.response,john_party.check,Sentiment - john_party.check,john_party.response,Sentiment - john_party.response,rebecca_swimming.check,Sentiment - rebecca_swimming.check,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.check,Sentiment - sally_wine.check,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.check,Sentiment - belinda_meeting.check,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.check,Sentiment - lucy_loan.check,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.check,Sentiment - michael_breakfast.check,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.check,Sentiment - sean_call.check,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
12,"Sep 11, 2020 7:53:55 am","Sep 11, 2020 8:08:49 am",Complete,,,,English,,1599825235_5f5b65534fc858.61417286,positive,present,5c631c65787ee80001ffba5e,0,Its a lovely Spring day..,0.5859,Her parents are not at home.,0,The red team  Football,0,The goal posts collapsed ,-0.2732,He's been working,0,He bumps into a friend he hasn't seen for a few years,0.4939,having dinner,0,The neighbour knocks and asks to lend their stepladders.,0,Swim,0,Rebecca stands on a jellyfish ,0,wiine,0,the neighbour has bought a boat and invited Sally and her family on board ,0,a business meeting.,0,The building has been evacuated due to a fire alarm going off.,-0.5859,a car.,0,she gets the loan to improve her original car.,0.6369,have breakfast ,0,ants are crawling round the worktop,0,contact his Mother,0,the signal drops,0,Yes,
13,"Sep 11, 2020 7:54:10 am","Sep 11, 2020 8:03:14 am",Complete,,,,English,,1599825250_5f5b6562011e46.73435543,positive,present,5c0c24711b80df00017827ea,0,She hasn't seen them in a few weeks,0,A clown answered the door,0,Against the red team in football,0,They lose by 8 goals,-0.4019,He has been working hard for months,-0.1027,Customs find 5kg of cocaine up his butt on his way home,0,They're having a dinner party.,0.4019,No one turns up to the dinner party. They are forced to reevaluate these friendships.,0.01265,Go for a swim in the sea,0,She gets eaten by a lion,0,A bottle of wine,0,Earthquake smashes the wine. She drinks beer instead.,0,For a business meeting,0,She dies,0,A new car,0,Batman buys the car as his new batmobile,0,To have his breakfast,0,He accidentally makes himself a cup of coffee,-0.34,Call his mother to let her know he's safe,0.4404,Struck by lightning ,-0.25,No,
14,"Sep 11, 2020 7:54:20 am","Sep 11, 2020 8:11:17 am",Complete,,,,English,,1599825260_5f5b656c46e6f2.02604599,positive,present,5e1dcb521a938a1356cc585e,0,She hasn't seem them in a few weeks,0,"An old man answers and says ""nobody has lived here under that name for 50 years!""",0,The Red Team at Football ,0,"A rabbit scurries on to the pitch. Everybody stops. The rabbit, looking bemused, chews a short strand of grass, looking intensely at one of the goalkeepers. He hops away, never to be seen again. ",-0.038275,He has been working hard for months,-0.1027,"He gets a call from the airline. ""Sir, we've found your suitcase!"". Bill, bemused, looks down to realise he's been wearing women's clothes this entire time. ",0,Having a dinner party. ,0.4019,"John realises he has only half the required weight of potatoes. Struck with anger, John strikes the peeler into a nearby watermelon. ",-0.401,She wants to go for a swim,0,"Rebecca enters the water, completely unaware of the danger that she's in. She hears a faint piano piece composed of two undulating notes. Dun Dun! The lifeguard looks away for a few seconds. He looks back. Rebecca is gone!",-0.111616667,A bottle of wine. ,0,"Sally looks in her bag and discovers the bottle of wine missing. She stops, thinks, then remembers her neighbour was skilled in the art of cat burglary. She marches over to his house and peers in the window to find her neighbour taking a corkscrew out of the kitchen drawer to enjoy his newly obtained prize. ",0.102933333,For a business meeting. ,0,"Belinda, having returned from an around the world trip, realises she never adjusted her watch. She's not just early, she's a day early, having crossed over the international date line. ",0,A new car. ,0,"Another car enters the garage at breakneck speed, veering into the side of Lucy's car. The driver rolls down the window and apologises. Lucy, enraged, takes a tire iron and smashes in the man's windows. ",-0.066533333,To have his breakfast. ,0,"Michael drops the tea bag whilst he's deep in thought. Realising it was the last one, Michael breaks down into tears. He doesn't know why. It all just got too much. Michael had hit a wall. ",-0.04526,Contact his mother to let her know he is safe,0.4404,"Sean calls his mother but another man answers. Sean recognises the voice on the line. It's his old high school headmaster. Sean, in denial, hangs up the phone and carries on with his holiday, pretending the phone call never happened. ",0.119175,No,
15,"Sep 11, 2020 7:53:43 am","Sep 11, 2020 8:09:24 am",Complete,,,,English,,1599825223_5f5b654702c120.73827320,positive,present,5d1bc78f79ca6c00011afbe5,0,Because she hasn't seen them for a few weeks,0,They weren't at home,0,The Red Team a football team,0,The Red Team score 5 goals,0,Because he has been working hard for months,-0.1027,His flight home gets cancelled,-0.25,Having a dinner party,0.4019,The guests can no longer make it and cancel,-0.4939,Swim in the sea,0,A shark appears,0,A bottle of wine,0,She drops the wine bottle and it smashes,0,For a business meeting,0,There is a fire drill which makes her late,-0.34,A new car,0,Someone crashes into her old car and it is no longer worth as much,-0.0772,To have breakfast,0,A power cut happens so he can not make the tea,-0.2732,Phone his mother to let her know he is safe,0.4404,His mother's phone is engaged,0.4019,No,
16,"Sep 11, 2020 7:55:26 am","Sep 11, 2020 8:08:00 am",Complete,,,,English,,1599825325_5f5b65adf2a8e7.47956158,positive,present,5dc416f7f7bfb12dbfd7c1e6,0,Because she hasn't seen them for a while.,0,They were out.,0,Because it's the final. Football.,0,They ended up losing the game.,-0.3818,Because he has been working hard.,-0.1027,His passport has gone missing.,-0.296,Having a dinner party.,0.4019,He realises he enjoys cooking.,0.5106,Go for a swim.,0,The tide is stronger than expected and she has to get out.,0.3818,A bottle of wine.,0,She drops the bottle and it breaks.,0,For a business meeting.,0,She realises the meeting was for an hour earlier and she is actually late.,0,A new car.,0,She didn't need a loan in the end because the money from the classic car covered it.,0,To have his breakfast.,0,He decides to take on a new course because he misses studying.,-0.2263,Contact his mother to let her know he's safe.,0.4404,His mother is out and so misses the call.,-0.3593,No,
17,"Sep 11, 2020 7:55:22 am","Sep 11, 2020 8:01:18 am",Complete,,,,English,,1599825321_5f5b65a9ec55e6.11300086,positive,present,5edede6f7863ed18db5830b1,0,She hadn't seen her parents in a few weeks,0,Her parents don't answer,0,Red team and football,0,Red team scored,0,Worked hard for months,-0.1027,Flight got cancelled ,-0.25,Having a dinner party,0.4019,All the guests were early,0,Swim,0,A shark appears,0,A bottle of wine,0,No wine In the shop ,-0.296,Business meeting,0,She wasn't allowed in because she was earky,0,A new car,0,The car is valued at even higher than she expects,0.4404,Make a cup of tea,0,Kettle wasn't full of water,0,Phone his mum,0,His mum doesn't pick up,0,No,
18,"Sep 11, 2020 7:55:11 am","Sep 11, 2020 8:07:40 am",Complete,,,,English,,1599825311_5f5b659fd6c1f0.64206025,positive,present,5ab8d402e1546900019b71b7,0,Because she hasn't seen them for a few weeks.,0,They're not in.,0,The red team at football.,0,The red team score 5 goals and win.,0.5859,He has been working hard for months.,-0.1027,He discovered that his next door neighbour from home was staying in the room next to him.,0,Having a dinner party.,0.4019,His wife realised that the potatoes should have been left unpeeled.,0,Swim in the sea.,0,A storm started brewing and the water became choppy.,0,A bottle of wine.,0,The neighbour invited her for dinner at their house.,0,For a business meeting.,0,She falls asleep waiting for the meeting as she has jet-lag.,0,A new car,0,Her car ended up being worth a lot more than the dealer anticipated.,0.2263,To have breakfast.,0,He burst into tears.,-0.2263,Contact his mother to let her know he is safe.,0.4404,The call cut out.,-0.2732,No,
19,"Sep 11, 2020 7:55:08 am","Sep 11, 2020 8:12:59 am",Complete,,,,English,,1599825308_5f5b659c3df447.52149375,positive,present,595f5d26b752840001ca4451,0,because she hasnt seen them in  a few weeks. ,0,they have decided to split up,0,they want to win against the red team,0.6249,the red team is winning,0.5267,as he has been working hard for months,-0.1027,he meet someone,0,having a dinner party,0.4019,they burn the food and have a takeaway instead,0,go for a swim in the sea,0,she sees someone she hasnt seen in a while,0,she wants to buy a bottle of wine,0,the neighbour asks her out on a date,0,for a business meeting,0,the meeting gets cancelled,-0.25,wants to buy a new car,0,the car is worth more than she thought,0.2263,to have his breakfast,0,a new oppurtunity arises and he considers going back to uni,0,to contact his mother to let her know he is safe.,0.4404,his mother is in the same country,0,No,
20,"Sep 11, 2020 7:55:53 am","Sep 11, 2020 8:30:18 am",Complete,,,,English,,1599825353_5f5b65c993b3b7.99167318,positive,present,5f4524a7cd108b0925b0d08c,0,She has not seen them in a few weeks. ,0,"The birds in the trees, hearing the knocking, take to their wings and head towards Sarah, soaring over her head and then plunging down, down, down, hoping to peck out her eyes!",0.4753,They want to beat the Red Team in the football final.,0.0772,"One of the Red Team's players, a ginger boy with lanky legs, sped over to the Blue Team's attacker, looking as though he was about to tackle his opponent. Luckily, the attacker saw the ginger boy and kicked the ball forward, leaping over the sliding tackle and carried the ball forward to the back of the Red Team's net.",-0.3373,As he has been working hard for months.,-0.1027,"He is in the airport, ready to fly back home and start work again on Monday. As he gets to Passport Control, he rummages through his suitcase but cannot find his passport. Holding up the queue now, he calls out for help, however security do not help and escort him away. This was not the end to the holiday he had planned",0.38535,They are having a dinner party.,0.4019,"A squeaking noise comes from the pot being filled with potatoes. John and his wife exchange dark looks and peer into the pot. To their horror, the potatoes had grown faces and were crying and crying. They were in pure agony after having their skin peeled off! John apologised to the potatoes but it was no use, they got louder and louder and wouldn't stop crying. John's wife had to cancel the dinner party that evening, and have since nursed the potatoes back to full health, later burying them in their garden as their final resting place.",-0.11655,She wants to go for a swim in the sea.,0,"From the depths burst a giant squid which wrapped its limbs around Rebecca, dragging her to her watery death. Luckily, a pod of dolphins were sailing who spotted Rebecca. They charged over to the descending squid and nipped at its tentacles until it let go of its midday snack. Just in the nick of time, Rebecca grabbed onto one of the dolphin's fins and rocketed to the surface where she choked and spluttered and was safely carried back to the shore.",-0.066325,She wants to buy a bottle of wine. ,0,"They witness a large hot air balloon falling from the sky at a racing speed. The person in the balloon's basket jumps, tucks, and rolls onto the small field of grass to Sally and her neighbour. The person, a tall woman covered in burns and bruises, sprinted away into the distance, letting her huge balloon fall silently lower and lower until finally it crashed into a nearby house. ",-0.1421,She is going there for a business meeting,0,"When Belinda pulls on the front door, it is surprisingly locked. She rattles it again and again but no look. Peeking inside to see if the receptionist could let her in, Belinda sees that there is not a soul in the building. She checks her emails for the correct address and she is exactly where she should be so calls the main office to see if anyone is in upstairs. No luck. She puts her phone away and checks the time again, noticing the date on her watch. She is a day late! It was Saturday! How foolish of her getting her dates mixed up. Belinda was surely going to lose her job now, especially with this being the 4th time this has happened!",-0.00704,She wants to buy a new car.,0,"Lucy's car transforms into a large bipedal robot right in the middle of the car park. The robot wore a screwed up look on its metallic face and roared at Lucy. ""How dare you sell me!"" it screeched, running around in a fit of anger, stomping and smashing all the other cars at the dealership.",-0.197475,He goes downstairs to have his breakfast.`,0,"He hears a knock at the door. Jolting himself out of his nostalgia, the tea bag pot slipped from his hands and fell to the floor, smashing into tiny pieces on the kitchen floor. Michael answers the door, annoyed at the mess he'd made. When he opened the door, no one was there, just a brown envelope and a small package wrapped in dark paper and tied with black string. ""How odd..."" he thought.",-0.18418,He wants to contact his mother to let her know he is safe.,0.4404,"A woman on a rattling scooter zips past him, and before Sean noticed what was happening, she had swiped the mobile from his hands and made her way off into the busy traffic, towards the Arc de Triomphe.",0,No,
21,"Sep 11, 2020 7:55:56 am","Sep 11, 2020 8:04:11 am",Complete,,,,English,,1599825356_5f5b65cc01b3b0.88522059,positive,present,5cd5fe480f0de600018e7251,0,She hasn't seen them for a few weeks.,0,Her parents may not be at home.,0,The blue team want to win the finals against the red team in a football match.,0.6249,The red team managed to score the same amount of goals after half-time. They drew.,0,Because he has been working hard for months.,-0.1027,His passport is missing.,-0.296,They're having a dinner party.,0.4019,John manages to hurt himself in the process of helping prepare dinner.,-0.296,She wants to go for a swim.,0,The beach may be a little too overcrowded and the tide might be a little too high.,0,A bottle of wine.,0,She goes to her neighbour's house for dinner instead.,0,For a business meeting.,0,The meeting may run later than expected.,0,She wants to buy a new car.,0,She doesn't get the loan for a new car.,0,To have his breakfast.,0,He doesn't have any milk or sugar for his tea.,0,He wants to contact his mother to let her know he is sade.,0,His mother doesn't pick up the phone due to the time difference.,0,No,
22,"Sep 11, 2020 7:56:02 am","Sep 11, 2020 8:03:51 am",Complete,,,,English,,1599825362_5f5b65d2d50668.52178241,positive,present,5836e4bda37e9b000108c2ac,0,As she hasn't seen them for a few weeks,0,But there was no one home,-0.296,Red team football,0,Red team starts scoring and they lose,-0.4019,as he has been working hard for months,-0.1027,BUt loses his luggage on the way home,-0.3182,having a dinner party,0.4019,She says they no actually having potatoes,-0.296,swim in the sea,0,She decides to have a swim,0,bottle of wine,0,She invites the neighbour in to have some of her wine,0,Business meeting,0,It is all locked up,0,A new car,0,The money for the old car pays for the new car,0,to have his breakfast,0,he drops the cup on the floor,0,contact his mother,0,He is unable to reach her,0.0258,No,
23,"Sep 11, 2020 7:56:28 am","Sep 11, 2020 8:02:41 am",Complete,,,,English,,1599825388_5f5b65ec122a80.83598406,positive,present,5e9397d303807b2006e77d5a,0,She hasn't seen them for a few weeks,0,They aren't in,0,They want to win against the red team at football,0.6249,The red team scored 5 goals in the second half and won the match,0.5719,He has been working hard for months,-0.1027,He loses his passport,-0.3182,Having a dinner party,0.4019,He cuts his finger,-0.296,Swim in the sea,0,The water is very cold,0,Bottle of wine,0,She ends up inviting neighbour in for dinner and to share wine,0.5423,For a business meeting,0,She had gotten the time wrong,-0.4767,A new car,0,Her car ended up needing costly repairs,-0.1027,To have breakfast,0,He spilled the tea over himself,0,Contact his mother by phone to say he is safe,0.4404,There is no answer,-0.296,No,
24,"Sep 11, 2020 7:56:37 am","Sep 11, 2020 8:04:39 am",Complete,,,,English,,1599825397_5f5b65f587ee38.06918633,positive,present,5f2aa1a87bf471304a994dff,0,because she has not seen them in a few weeks ,0,they were not home,0,They want to win against the red team in football.,0.6249,The red team change their luck and end up winning the game.,0.7506,he has been working hard for months ,-0.1027,he loses his passport ,-0.3182,they are have a dinner party,0.4019,he drops the cooked potatoes on the floor,0,she wants to go for a swim in the sea ,0,she sees a shark ,0,Sally wants to buy a bottle of wine ,0,she leaves her bottle of wine at the shop,0,for a business meeting ,0,she discovers her business meeting is with an ex from university,0,a new car,0,on her way home from the car dealership she crashes her new car,0,Michael went to make his breakfast,0,his friend from university calls him,0.4939,Sean want to contact his mother ,0.0772,His call does not connect to his mother,0,No,
25,"Sep 11, 2020 7:56:47 am","Sep 11, 2020 8:01:12 am",Complete,,,,English,,1599825407_5f5b65ff65c4a0.87536722,positive,present,5e39769ea9cf94187e49eed5,0,She hasn't seen them for a few weeks.,0,A stranger answered the door.,0,"The Red Team, football",0,The Red Team won.,0.5719,He's been working hard for months.,-0.1027,He breaks his leg and can't fly home.,0,Having a dinner party.,0.4019,Their guests cancel.,-0.25,Go for a swim in the sea.,0,She sees a shark.,0,A bottle of wine.,0,Someone has broken into her house when she gets home.,-0.4767,For a business meeting.,0,Nobody else turns up.,0,A new car.,0,She decides to buy a new bike instead.,0,To have breakfast.,0,The doorbell rang.,0,Call his mum.,0,He dropped his phone.,0,No,
26,"Sep 11, 2020 7:56:59 am","Sep 11, 2020 8:02:25 am",Complete,,,,English,,1599825419_5f5b660b16f971.07314375,positive,present,5c389923184bfd00010b4ce7,0,She hasn't seen them for a few weeks,0,The door collapsed inwards,-0.2732,"Red Team, football",0,Red team scored five to win,0.5859,He's been working hard for months,-0.1027,The luggage contains a secret love letter,0.6369,Having a dinner party,0.4019,The guests call to cancel,-0.25,Go for a swim,0,She is attacked by a giant squid,-0.4588,Wine,0,Neighbour steals her wine and runs away,-0.5106,A meeting,0,She realises she is one whole day early,0,A new car,0,Someone offers her £80k for her old car,0,To have breakfast,0,He spilt his tea,0,Contact his mother,0,She doesn't pick up,0,No,
27,"Sep 11, 2020 7:56:48 am","Sep 11, 2020 8:05:12 am",Complete,,,,English,,1599825408_5f5b66001a24d4.29993396,positive,present,56c22e040a25f1000ae56894,0,Sarah hasn't seen her parents for a few weeks.,0,Nobody was home.,0,They want to win against the red team in football.,0.6249,The Blue Team lose the game.,-0.4019,Bill has been working hard for months.,-0.1027,His house has been burgled when he gets home,0,They are having a dinner party,0.4019,John gets an emergency phone call from his parents and has to leave,-0.4215,She wants to go for a swim in the sea,0,The lifeguard was wrong. Rebecca is attacked by a shark,-0.46775,A bottle of wine,0,Dinner never happens. Her neighbour invites Sally over for drinks instead,0,She is going for a business meeting,0,Belinda's meeting is cancelled,-0.25,A new car,0,Lucy crashes her car on the way home,0,He goes downstairs to have his breakfast,0,The milk is gone off,0,He wants to contact his mother to let her know he is safe,0.4404,A police officer answers the phone. His mother has been in a car accident,-0.23835,No,
28,"Sep 11, 2020 7:57:39 am","Sep 11, 2020 8:04:24 am",Complete,,,,English,,1599825459_5f5b663353bfb2.23706993,positive,present,56cefc4cb009e1000aa73684,0,Because she hasn't seen them for a few weeks.,0,Her parents aren't home because they're out enjoying the lovely spring day.,0.802,The Red Team and by playing a game of football.,0.2023,The Blue Team lost the game by 5-4,-0.3182,He has been working hard for months.,-0.1027,He loses the wheel on his luggage and has to carry it everywhere. ,-0.3182,They are having a dinner party.,0.4019,The oven breaks down and they can't prepare for the dinner party.,0.4019,She wants to swim in the sea.,0,The sea is crowded with people and Rebecca doesn't enjoy her swim. ,-0.3875,A bottle of wine.,0,Sally drops the bottle of wine and it shatters. ,0,She is going to a business meeting.,0,The meeting has been changed to a later time than originally stated. ,0,A new car.,0,The bank decided to still over Lucy a loan.,0,To have some breakfast.,0,The tea bag split when the hot water was poured into the pot.,0,He wants to contact his mother to let her know he is safe. ,0.4404,His mother doesn't answer the phone call.,0,No,
