Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.check,Sentiment - sarah_parents.check,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.check,Sentiment - blue_team.check,blue_team.response,Sentiment - blue_team.response,bill_holiday.check,Sentiment - bill_holiday.check,bill_holiday.response,Sentiment - bill_holiday.response,john_party.check,Sentiment - john_party.check,john_party.response,Sentiment - john_party.response,rebecca_swimming.check,Sentiment - rebecca_swimming.check,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.check,Sentiment - sally_wine.check,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.check,Sentiment - belinda_meeting.check,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.check,Sentiment - lucy_loan.check,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.check,Sentiment - michael_breakfast.check,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.check,Sentiment - sean_call.check,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
12,"Sep 12, 2020 11:52:10 am","Sep 12, 2020 11:56:58 am",Complete,,,,English,,1599925930_5f5ceeaa84ce33.49991340,negative,absent,5f470672f3dba20e09ddf036,0,because she loves her family,0.5719,there wasn't an answer,0,red team,0,the blue team overtook and won,0.5719,he has been working hard for months,-0.1027,he lost his luggage and had a terrible time on holiday,-0.4019,himself and his wife are having a dinner party that evening.,0.4019,"John cannot find the peeler, but starts to prepare the potatoes for dinner, and his wife says he has made a mess of it.",-0.5023,wants to go for a swim in the sea.,0,The lifeguard tells Rebecca the sea is unsafe to swim and there is bad weather today.,-0.5423,a bottle of wine,0,she argued with her neighbour,-0.3612,for a business meeting.,0,Belinda's taxi takes her to the wrong office block and she is not content because she is early.,-0.7184,Lucy hates her old car and wants to buy a new one.,-0.4404,"The car dealer says her old car is a wreck and worth nothing, and she is sad to sell it for sentimental reasons.",-0.4215,Michael goes downstairs to have his breakfast.,0,Michael could not find tea bags to put in the pot and was reminded of the unhappy days when he was studying at university.,-0.4215,contact his mother in a foreign country,0,the network was weak signal,-0.4404,Yes,
13,"Sep 12, 2020 11:52:22 am","Sep 12, 2020 12:06:30 pm",Complete,,,,English,,1599925942_5f5ceeb60d3031.77222863,negative,absent,5f262b0122a12035d4175b44,0,She has not seen them in a few weeks,0,Her parents aren't there,0,They want to win against the Red Team in football.,0.6249,The Red Team won. This is unexpected because the Blue Team were ahead at half-time. ,0.28595,he has been working hard for months,-0.1027,he can't get back home because he doesn't have his passport,0,having a dinner party,0.4019,A guest arrives early,0,go for a swim in the sea,0,Rebecca jumps in the sea anyway,0,a bottle of wine,0,The argument turns friendly and the neighbor is invited to the dinner.,0.1779,for a business meeting,0,Belinda meets a person who is also going to the meeting,0,a new car,0,The bank denies her loan so she must keep her old car,-0.4215,to eat breakfast,0,he finds tea bags in the way back of the cupboard,0,He wants to contact his mother to let her know he is safe.,0.4404,His phone dies. It's unexpected because the reader probably assumes something good will happen.,0.2202,No,
14,"Sep 12, 2020 11:53:27 am","Sep 12, 2020 12:13:03 pm",Complete,,,,English,,1599926007_5f5ceef732e456.36342825,negative,absent,5ea9eb06e3ba571520403fc6,0,Because she hasn't seen them for a few weeks.,0,They aren't in. ,0,They want to beat the Red Team at football. ,0.0772,Bad weather stopped play.,-0.4588,He has been working hard for months.,-0.1027,The airline offers compensation.,0,Having a dinner party.,0.4019,The doorbell rings and the guests have arrived early. ,0,To go for a swim in the sea.,0,A shark scare.,-0.4939,A bottle of wine.,0,Her neighbour said sorry and they shared the bottle of wine.,0.2732,A business meeting.,0,The meeting venue gets changed.,0,A new car.,0,She keeps both cars.,0,To have his breakfast.,0,One of his uni friends gave him a call.,0.4767,Contact his mother.,0,He has a road accident.,-0.4767,No,
15,"Sep 12, 2020 11:53:58 am","Sep 12, 2020 12:04:49 pm",Complete,,,,English,,1599926038_5f5cef164d0aa2.44179562,negative,absent,55bbf175fdf99b47c7d10a22,0,She hasn't seen them for a few weeks,0,"She knocked on the door, but there was no answer. They were not at home.",-0.21075,"The blue team want to beat the red team, they are playing football.",0.2732,The blue team gave away a penalty,-0.4588,He is looking forward to going on holiday because he has been working hard for months.,0.3182,"Just as he is arriving back home, his airline calls. They have delivered his luggage to the hotel. Bill is furious!",-0.2038,They are having a dinner party,0.4019,His wife tells him to go and watch TV while she does it properly,0,Rebecca wants to go for a swim in the sea,0,"She ignores the lifeguard, and enters the sea. Soon, people are rushing out of the water, but Rebecca doesn't notice. ""Shark!"" someone yells, but it is too late. She is eaten.",-0.05464,She wants to buy a bottle of wine,0,"The Police are called, and Sally is arrested for causing a disturbance. She is still in her pyjamas and is swearing at the neighbour as she is led away by the poilice. ",-0.4704,She is going to LA for a business meeting,0,"She ends up rushing across town to get to the correct office. Luckily, she arrives just on time",0.2553,Lucy wants to buy a new car as her one is really old,0,"Lucy can't bare to sell her car. She pulls out of the sale, and decides not to get a new car. She then uses the loan to make some repairs to her old car, and spends the rest on a holiday",0.133966667,He goes to get his breakfast and make a cuppa.,0,"He reaches to the cupboard to grab the coffee, however he knocks the jar and spills the coffee everywhere. He is frustrated with himself",-0.23755,Sean wants to tell his mother he is safe,0.4404,"As he is waiting for the call to connect, a rider on a moped rides passed and snatches Sean's phone out of his hand. But luckily a local, who had been paying attention, tacked the moped rider and gave Sean his phone back.",0.50225,No,
16,"Sep 12, 2020 11:54:04 am","Sep 12, 2020 12:07:10 pm",Complete,,,,English,,1599926044_5f5cef1c0462c8.87312322,negative,absent,5aeaa1e5eb500a00010a21c0,0,Because she has not seen them for a few weeks.,0,As she is knocking her mom says hello from behind since they are just getting home.,0,They want to win against the Red Team playing football.,0.7096,The Red Team pulls off an unexpected comeback in the second half.,0,He has been working hard for months and is looking forward to the holidays.,0.296,He unfortunately loses his luggage but is able to find it the next day at the lost and found.,-0.6486,They are having a dinner party.,0.4019,"However despite the potatoes not being to the highest standard, they still are able to serve a purpose as mashed potatoes instead.",0,She wants to swim in the sea.,0,Suddenly the roll of thunder as the sky darkens more.,0,A bottle of wine.,0,The neighbor threatens Sally with violence and she has to call the police.,-0.7717,To attend a business meeting.,0,It turns out the business meeting was postponed to the next day anyway so Belinda goes and explores the city.,-0.2023,She wants to purchase a new car.,0,She decides to pass the car on to a younger relative who uses to commute to school.,0,To have breakfast.,0,After double checking he finds one last tea bag in a different cupboard.,0,He wants to contact his mother to let her know he is safe.,0.4404,Sean happens to see another nearby individual using their smartphone and asks if he can use it to place the call. The person refuses and is quite rude.,-0.25475,No,
17,"Sep 12, 2020 11:53:48 am","Sep 12, 2020 12:16:01 pm",Complete,,,,English,,1599926028_5f5cef0c713891.98085298,negative,absent,5788d88416a091000112be18,0,Because she hasn't seen them for a few weeks.,0,She hears a scream behind the door and the sound of a crash.,-0.6597,The blue team want to win against the red team in football.,0.6249,"The blue team's goalkeeper punches the centre forward, who he accuses of kissing his girlfriend. The centre forward retaliates and others join in. The red team win by 11 goals to 4.",0.400033333,Because he has been working hard for months.,-0.1027,He gets home and his house has burned down.,0,They are having a dinner party.,0.4019,His wife stops criticising and they decide to order a takeout and pretend they made it.,-0.5719,Go for a swim in the sea.,0,She decides to stay on the beach but gets bitten by a dog.,0,A bottle of wine.,0,The neighbour tells her she is pregnant with Sally's husband's baby and they are planning to run away together. With the dog.,0,For a business meeeting.,0,"She stops for a coffee nearby. Unexpectedly her best friend from school is in the same bar, she didn't even know she was in the US and hadn't seen her for 17 years.",0.32975,A new car.,0,She buys a new car anyway. The car dealer gives her next to nothing for her old car and sells it for a fortune as it was previously owned by a famous celebrity.,0,To have his breakfast and make some tea.,0,He remembers Peter who used to steal all his food and bully him at university. He finds him on Facebook and sends him a rude message. Unexpectedly Peter apologies for behaviour all those years ago.,-0.403133333,Contact his mother.,0,His mother thinks something is wrong because Sean sounds anxious. Three days later Sean is sunbathing on the beach and his mother turns up.,-0.31245,No,
18,"Sep 12, 2020 11:52:00 am","Sep 12, 2020 12:35:24 pm",Complete,,,,English,,1599925919_5f5cee9fe59874.43723846,negative,absent,5f5a5ff6b17ec410b0b437f9,0,Saturday afternoon,0,I think there are no one in the house.,-0.296,Want to win against red team in football.,0.6249,Blue team lost in the game.,-0.3182,Due to hard work for a long time,-0.1027,Bill is unable to return to the country because he lost his passport.,-0.3182,dinner party,0.4019,I think they had a quarrel then they didn't have a dinner party.,-0.3089,swim in the sea,0,Rebecca could not swim due to bad weather,-0.5423,bottle of wine,0,It's happen because of lock down.,0,for a business meeting.,0,Her taxi took her to the wrong office so she could not join the meeting,-0.6108,buy a new car.,0,I don't think she got a loan from the bank,0,for his breakfast.,0,Michael could not find tea bags.,0,Sean wants to contact his mother to let her know he is safe.,0.4404,Then suddenly there is a network problem so Sean can talk to his mother,-0.4019,No,
19,"Sep 12, 2020 11:55:04 am","Sep 12, 2020 12:16:49 pm",Complete,,,,English,,1599926104_5f5cef58d7f124.37579052,negative,absent,5e8e3b906f414f0c392eb5b7,0,Because she hasn't seen them for a few weeks,0,They are not home,0,the red team in football,0,their manager has a heart attack,-0.4767,he has been working hard for months,-0.1027,he meets his celebrity idol,0,having a dinner party,0.4019,there's a powercut,0,swim in the sea,0,she walks  back up the beach and is stung by a jellyfish on the sand,0,a bottle of wine,0,the neighbour offers sally a bottle of wine despite their argument,0.2755,for a business meeting,0,the meeting is cancelled ,-0.25,a new car,0,a buyer turns up who is willing to pay thousands of pounds for the old car,-0.1027,to have his breakfast,0,a friend from university calls him on the phone out of the blue,0.4939,contact his mother to tell her he's safe,0.4404,he calls her and a mysterious man answers the phone,0,No,
20,"Sep 12, 2020 11:55:09 am","Sep 12, 2020 12:31:05 pm",Complete,,,,English,,1599926108_5f5cef5cdf7109.56196235,negative,absent,5f2458749912ad00087e5677,0,She hasn't seen them for several weeks.,0,Somebody else answered the front door.,0,They want to win against the red team at football.,0.6249,The other team scored a goal.,0,Bill is looking forward to his holidays as he has worked hard for months.,0.296,Bill is trying to make the best of his holiday and then suddenly a guest at the same hotel realises that the case he was given is in fact Bill's. The guest happily reunites Bill with his case and passport.,0.67095,John and his wife are having a dinner party that evening.,0.4019,John cannot find the peeler so he attempts to use a knife and takes off too much of the peel.,0,She wants to go for a swim in the sea.,0,A huge wave hurtled towards her and she decided it was too dangerous to swim afterall.,-0.34,Sally wants to buy a bottle of wine for her Friday evening dinner.,0,They continue to argue and then neighbour says 'this is ridiculous we have been friends for years.' The neighbour wants to make it up and invites her to have dinner and a bottle of wine at a restaurant.,-0.10115,She is going to Los Angeles for a business meeting.,0,She meets somebody there who has also turned up at the wrong office block for the same meeting. They decide to walk to the correct venue together.,-0.3592,Lucy wants to buy a new car because she hates the old one.,-0.4404,There was another customer looking at cars who saw Lucy's old one and made her an offer. ,0,Michael goes downstairs to have his breakfast.,0,"The doorbell rang and Michael answered it and was amazed to see an old friend from his university days. The friend lifted up a box to Michael,which made him laugh, as he'd brought teabags for the occasion.",0.76445,Sean wants to contact his mother to say he's safe as he's in a foreign country.,0.4404,A stranger sees Sean is is struggling to get a phone signal so he suggests to him to go around the corner where the signal is much better.,0.0258,No,
21,"Sep 12, 2020 11:55:22 am","Sep 12, 2020 12:04:08 pm",Complete,,,,English,,1599926122_5f5cef6a657751.86655200,negative,absent,5eb6d725d573b55d52905dea,0,She hasn't seen them for a few weeks.,0,Somebody other than her parents answers the door.,0,They want to win against the Red Team in football.,0.6249,The Red Team score five goals in the second half.,0,He has been working hard for months and deserves a break/,-0.1027,His insurance pays out ten times the amount his luggage was worth.,0.2263,Having a dinner party.,0.4019,"He cuts his finger open with the knife he's using instead of a peeler, and they have to go to A&E.",-0.296,Swim in the sea.,0,The lifeguard's tower gets blown over in the wind.,0,A bottle of wine.,0,The neighbour brandishes a knife and stabs Sally.,-0.4404,To go to a business meeting.,0,"The taxi crashes into the car of the CEO she is meeting with. They both get whiplash, go to the hospital, and end up conducting the meeting in beds next to each other.",0,A new car.,0,"Someone else in the car showroom is desperate for Lucy's car, and offers to buy it from her for way more than it's worth.",-0.0352,To have breakfast.,0,"He finds a used teabag in the sink, re-uses it, and it turns out to be the best cup of tea he's ever had.",0.6369,Phone his mother whilst abroad.,0,It connects but his mother isn't the one who answers.,0,No,
22,"Sep 12, 2020 11:56:06 am","Sep 12, 2020 12:02:55 pm",Complete,,,,English,,1599926166_5f5cef964616a2.31053366,negative,absent,5c1c1e7fdbc4da000164934f,0,She hasn't seen them for a while,0,They weren't home,0,Red team football,0,The red team win,0.5859,Time away,0,The bag is found,0,Having a dinner party,0.4019,No one turned up,-0.296,Swim in the sea,0,She goes in the sea anyway,0,A bottle of wine ,0,They have a fight,-0.3818,Business meeting ,0,The meeting is cancelled ,-0.25,A new car,0,Someone buys the old car,0,To have his breakfast,0,He finds the tea bags,0,Contact his mother ,0,The signal comes back,0,No,
23,"Sep 12, 2020 11:57:01 am","Sep 12, 2020 12:20:35 pm",Complete,,,,English,,1599926221_5f5cefcdb9dc43.92597980,negative,absent,5f1055d8feea71011f2e5777,0,because she hasn't seen them for a few weeks.,0,"No-one answers, because they have gone out, which Sarah had not anticipated, because they normally go shopping on a wednesday, to avoid the queues.",-0.296,the blue team want to beat the read team and they are playing football.,0.2732,"A streaker ran across the pitch at the beginning of the second half, disrupting play for a period of time.",0.34,He has been working hard for months.,-0.1027,His luggage is eventually found and Bill is offered a generous compensation payment by the airline responsible for the loss of his luggage.,0.5106,they are having a dinner party,0.4019,John asks if his wife would like a glass of wine and she says no.,0.0772,she wants to go for a swim at the beach.,0,"The lifeguard asks Rebecca for her number, so he can go for a drink with her some time.",0.0772,a bottle of wine.,0,"When she gets home, Sally finds a bottle of wine under the sink, though for the life of her she can't think when she put it there.",0,For a business meeting.,0,Belinda receives a call cancelling the meeting.,-0.2023,she wants to buy a new car.,0,Lucy decides to keep her old car after all.,0,to have breakfast,0,Michael decides to get back in touch with some old friends from Uni.,0.4767,"talk to his mother, to assure her that he is safe.",0.6486,A couple of teenagers on a moped ride past Sean as he's talking.  The girl on the back of the moped grabs Sean's phone and they speed away.,0,No,
24,"Sep 12, 2020 11:55:47 am","Sep 12, 2020 12:20:14 pm",Complete,,,,English,,1599926147_5f5cef83b7a666.87919430,negative,absent,5e8fa4b58028052a7880c8ac,0,She has not seen them for a few weeks. ,0,They bought her a new car,0,Against the red team in football,0,The red team won ,0.5719,Since he been working hard for months,-0.1027,His luggage actually turned up ,0,Having a dinner party,0.4019,John cook a very tasty dinner,0,Go for a swim ,0,The weather all of sudden turn sunny and hot. ,0.4215,A bottle of wine ,0,The neighbour gave her a bottle of wine,0,For a business meeting ,0,The customer was even earlier. ,0,A new car,0,The dealer eventually gave her more than what she expected for her car,0,To have breakfast,0,"He had coffee instead, which he hasn't had for years. ",0,Call his mother,0,"All of sudden, he got full coverage",0,No,
25,"Sep 12, 2020 11:57:27 am","Sep 12, 2020 12:03:58 pm",Complete,,,,English,,1599926247_5f5cefe71fac10.95642998,negative,absent,5eb34cf21cabb113d4fc0f2d,0,She has not seen them in  while.,0,There's a new pet?,0,Football; against the red team.,0,Stray cat wanders onto the pitch.,0,He's been working hard.,-0.1027,His boss takes pity and gives him extra time off work.,-0.296,A dinner party.,0.4019,His wife takes over and turns the potatoes into perfect spheres.,0.5719,Swim in the sea.,0,Lightning strikes a nearby crab.,-0.3612,A bottle of wine.,0,Bottle of wine falls fresh from the sky into Sally's hands.,0.3182,Business meeting.,0,Co-worker also steps out of the taxi; from the boot.,0,A new car.,0,She manages to sell it for a high value.,0.34,Have breakfast.,0,The kettle pours tea from it anyway despite no tea bags.,0.2235,Call his mum.,0,His mum arrives in person from a taxi.,0,No,
